textID,preprocessed_text,Length_of_Preprocessed_Text,class
be4736e1af,found husband grandma fell stairs hospital several broken bones praying hard,11,1
3a4b78bf05,wonder white supremists say abhor racists http bit,8,1
ec15ab0760,guess next time,3,0
7f5987516c,want top says www bilko com,6,0
87954b6e95,way home sunshine bag full stuff work,7,0
18e7354ffa,done facebook jamlegend,3,0
746c1514c8,picat,1,0
64b1786848,heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts friad omg shame,8,1
860b2bb70c,bummer starting finals soon guess see around second week june,10,1
431ac1c6cd,music aah stopped getting updates home page saddd guna follow worked tswift,12,1
5a1653eae7,take picture moon tomorrow night not gonna happen today,9,0
5dc85811dc,starbucks,1,0
43cf7eb301,freeeeeeeeeeeeeeeezing excited see soooooooon lets see yehhaaaaaaa,7,0
146d31acf9,listening wrong depeche mode,4,0
12fc71ae80,hey polka dots black dress glam mobile twitter bit,9,0
2fd606ffc5,eom still work,3,0
f47767824c,hate weather lived ure whole life get used may always rainy,11,1
9b14baf1b9,urgh really hate medicine,4,1
521d5dd501,bet received lots hit tweet work cannot wish could,9,1
042a6e7223,sorry,1,1
7f9688883a,work always,2,0
4273b2b1c3,soo bored lovley day outside nuttin,6,0
cbad3c0e37,yea friends flew amercia see jonas brothers haha hate bebo cant wait,12,0
f72f035c15,ate way many chocolate animal crackers,6,1
5e7fa13233,hangin fam head hurtin,4,1
30019d7183,going second morning day sleeping hours,6,0
3cdcf646b1,cool hear guys not believe cherry hill weeks ago missed come back,12,0
ecfa6fb0f3,aaaaaahhhhhhhh soooooooo sweeeeeeet miss age soooo much,7,0
55759e15ec,whenever whever sarah summer sure,5,0
b573ab9c3a,way disneyland without retsi,4,0
7418001c22,fickleness seems appropriate twitter user,5,1
941793160c,teehee know,2,0
5a254fbb98,sir woulda put honey not,5,0
c0475430a5,native not french hate trying find animals french suck someone help pleeeeease alone allison iraheta,15,1
66975b37ee,simon idol might say life sentences not good enough chester stiles one year old child,15,0
31a8b3ef4f,get door work goin goin,5,0
95a6c29dc3,not feeling,2,1
9d980a3040,realize tom fletcher mcfly posted basically thing twins,8,0
bd5405bb27,omg whats dirty letter danny everyones absolutely none business still feel left lol,13,1
1e94709bf1,last sunday going home,4,0
dc08cdbdad,officially misses quark huhuhu heart hand partner one dance tonight come home http plurk com,15,1
a0d93a9442,watching children really studying start soon,6,1
2991e56ed4,ginniejean lot mojo place yes,5,0
e29e767f90,phone ultra fast late firmware updates installed,7,0
0238d4109b,noo sorry love going pop zyrtec sleep,7,1
b9a498127e,augustine yes though not coffee favorite brand,7,0
cc686b30a8,sometimes forget favorite stars real people made orange chicken last night cut finger sad,14,1
1ff39823d0,picked blackberry middle street crushed,5,1
d46c824953,performing lifeball vienna year unfortunately not get chance see,9,1
6d4f0bd457,kevin not leave work,4,0
2f570da0b5,wish could buy blink presale tickets totally not money right guess wait general admission,14,0
81094a0fb7,yes yes indeed nuts like though not rich tut,9,1
e5b9bbc577,want see bud mel miss hur loads,7,1
4a3e15e1a5,take medicine,2,0
5b88ed7d49,yeahh uhhh not sure feeling new jonas songs yet,9,0
4d5ae57550,find info getonu com hope launch project week really need help release,12,0
a7c34b06f5,also want miss girlies much get roomies,7,1
fbd7978735,lol check video new minute maid commercial http tinyurl com cplt,11,0
31d614d03e,not want,2,1
c8daeb34e8,eating salad rember comment new myspace pictures plz,8,0
2de1bcb225,bloody quick even gran could drift http twitpic com,9,0
5b53837574,really crying shame,3,1
39fe8f535f,missing husband nice wake parents house dogs ecstatic,8,0
f0738e1521,thick pig went oxford helena cantab friend description boyfriend yesterday,10,1
1563230736,congrats graduates beautiful thing big deal wish cudve attended lil man ryan kdg graduation feel sad,16,0
dd2baf580f,realized last night idea pns went move hope not lost gone forever,12,0
4bd5eca687,back hurts meant going tonight poor rik,7,1
876cd15514,bryan not replied wingnuts,4,0
1787c45381,prob sexy site,3,0
8d4ad58b45,eating breakfast getting ready school,5,1
ac11aebbe7,actually friend gave files today lol cda files know convert,10,0
6ee881ba67,went world education fair today whole different kind circus,9,0
05bc0dfa8e,unfort not not following,4,0
d1d252f804,terminator next week trs chance dont mean tuesday release next,10,0
5c2f7d006f,watching ace cakes lost edition omfgggg,6,0
5dde4e40dd,borrowing mom lenovo laptop trackpad battery life suck balls quarters seriously missing macbook pro,14,1
dc3bddad43,miss laughing till stomache hurts,5,1
dcea42f1c3,gosh hate school start monday classes start end never chance,10,1
124848e01c,nearly fell asleep jolted bed massive panic attack not sure sleep,11,1
bf8ef0039c,sososo bummed like really bummed hate rain ruin date,9,1
9834c18bbd,waitin fall boy,3,0
9b72d47e50,noo cant see,3,1
3bf869b63a,sure blog today check friends bet new ones today,9,0
aa4d56b7d4,good morning tweeter world,4,0
eecbfcf3a8,hey thought likely stressed really dont know,7,1
ff465a22d6,ouch hate happens,3,1
b6fc2f3af3,took wrong turn besi jam city center,7,0
c999fc1166,ashley getting sick ugh losing voice nooo,7,1
3ecad96249,thanks unfortunately probs satellite provider even though looks great basically useless,11,0
10f3ccaa11,everyone party,2,0
0a640d6857,playing mybrute follow http yhana mybrute com,7,0
75d3edbeda,work work not kind orc,5,0
23ed699f1c,oooh neat yes good food jealous people,7,0
092f427bd9,hardly furniture shipped knows backordered may cancel shop local,9,1
38a3a0d194,medal drivin home hours,4,0
46d631c295,hate,1,1
a2b7bc3f2a,psh not cool enough open houses,6,1
1ca52945d1,missing deeply,2,1
3c171ad63e,ssshhh everybody think asleep not disturb,6,1
c3e1284ab6,http blip jbp,3,0
1eabd00935,lol based last post plan using reference,7,0
7b8ac1cc40,forgot moi twpp,3,0
a2bf770138,watched favorite movie walk remember romantic sad love,8,0
c65ebfaa70,dont sorry disappointing,3,1
c241e538b3,car almost definately going written garage rang said work cost insurance,11,0
b6f48fa598,horrible sleep rather bad mood,5,1
6e76e15092,strongly agrees jason wolverine not hugh jackman sorry kids mouse,10,0
2785cfe292,william shatner version rocket man head days distracting,8,1
7006aecd37,lol academy ish haha really really miss,7,1
a539b25c95,mama boys gon sweating hard pre lol muah,8,0
be56e24fab,yep pic kid standing puffy taco photo http bkite com jzs,11,0
a44a7ec4ff,last night paper writing session still not done need prioritize good,11,1
2cc97395e7,ughhhh sad day,3,1
a3f639a5b9,lol greedy craving coldstone,4,0
e77fd45003,would rather early run morning runner,6,0
0a87bc8dfd,reason not find late arena magazine folded due recession grrrrr fhm survive justice,13,1
4f91f17179,boo,1,0
107d207099,cause not,2,0
96ff964db0,hours sleep migraine wrong hate life,6,1
2575ae28e3,omg july last day,4,0
1b9f990a2c,tried not following,3,1
3d9bc6b4da,yawn time already,3,0
5a59636a24,didnt couldnt get liverpool today days,6,0
d3ccc37b2f,wrong debbie,2,1
4ea00867aa,keep trying get cant,4,1
4f5340eafa,nexus new suitcase bloody indecicive everytime wants buy something takes hours,11,1
5312494a6e,dad not feeling well want make soup suggestions guys get well soon ayah,13,1
27c3d491e3,makes wish dogs instead cats,5,1
35935a04ac,http blip jfu,3,0
803996a09e,lost internet raid,3,1
4c447302f5,white shoes make cringe white shoes give pause,8,1
77fe13f876,stomach explode wendys everything tastes good bad,7,1
4856b1b944,need dayquil,2,0
ba786311f9,http twitpic com speed lessons main screens center court take pic,11,0
bc7f652552,feel hurt car gonna watch funny movie someone talk,9,0
bbab445a06,sick girl trying shake thing luck miss long time,9,1
b9e82fc391,dads week end full days bordom,6,1
9b5b2a36ca,rain,1,0
2b438329e2,never know whether include straight white men right wanna part problem,11,0
db63f19e59,yaaay cleaning room said day didnt write back,8,1
0ad2b5ee96,good morning nyc not broke would landed yesterday afternoon,9,0
2c849043ce,waiting line tryst,3,0
1cf20fa6c3,way get crate bella dolce sad cuz going tto richmond,10,1
7e9175f17b,night dance parties fun times awkward situations highlight driving nims annie listening satellite windows downnnn,15,0
0161b55ae1,threw,1,1
8731c63d84,wanna see movie keith jmccartney looks sooo good none video stores carry,12,0
5b0d341d2b,nothing,1,0
dcc064a42c,not know statue venetian real man screamed loud everyone laughed,10,0
a570a056d1,poor buddy teased mini puggy think need pughug,8,0
73415b921c,ideas tomorrow make fun cause dont know,7,0
66fbea38f0,follow please,2,0
5a0032ce5a,superstar not mean,3,0
df464ec6cf,sun attempting increase efforts alas cannot said see bath couch book immediate future,13,1
7b75239cce,watched episode last night,4,0
18418da3ea,hey day,2,0
2c9ef954f2,face makes people laugh cause ugly half way,8,1
0d008b06e5,not get anymore,3,0
06fbf8b1f6,change hairstyle not good supposed not wealth much money hate hairdresser,11,1
99a0e261c6,pick daughters appear picking unhealthy liking primark feel like bad parent,11,1
13a88e11f0,spending girly day wif four big sisters shopping pedicures dyeing eachother hair ohh yeah,14,0
85753403d0,beers whiskey awesomness work hours sourness,6,0
604c669601,mean mite sumthn doin hope get head bak,8,0
f0f0292e6c,awe yeah fun revising others get distracted easy yeah tired revising history,12,0
80f154a190,dad loud get creeped cuz dodgy neighbourhood someone bush,9,0
3ae3a1528a,docs getting young days guess yup nuh paying ear doc visit ouch,12,0
c67abab6e5,cross cause stuck twiddling thumbs ugh,6,1
a6ffb21858,hellooooooo whats scene people,4,1
4c8bffec8c,broke cigarettes,2,1
8642af60ac,ohhh rather bored friday night soo boring,7,1
81fa05f5f5,cousin pick today not turn early,6,0
897c80c924,okay fine start studying bye twitter world,7,0
eaa0b85855,yay louis traffic,3,0
5f9a140220,early washed waxed car sure neighbours think mad wash nearly every week,12,0
10369e7692,watching downstairs getting ready bed piano morning,7,0
0bdbdc85ff,listenin beach girl itunes,4,0
1a35c1eb9f,sorry disappoint,2,1
f3759e574a,need new socks,3,0
b07815d0d9,currently watching supernatural whilst waiting skins come,7,0
6be0f40b90,sexxxy tiiiiiimmmmmmeee whatever means,4,0
5663ae8e09,story life,2,0
d7c5f9177b,cant anything,2,0
ff61a3e751,weekend sunny got another puncture,5,1
8191ab9164,heyya people,2,0
c1904e8dbd,okay finally get meet dia name right geez feel stupid not,11,1
f52f31eaab,mcflyy finaly chance came kill mwahaha not cool,8,0
56b6fd6b1a,going get food,3,0
c3e2f1111f,chilled day party tomorrow,4,0
34e9fd7d68,seeing hannah montana movie today,5,0
00c1a9da91,whenever rains hard get motivated,5,1
098ac4f55c,getting ready annual old boys hockey competition let bring students,10,0
511c85f70d,would not fiftythousand followers hugh laurie needle haystack,8,0
66c58bf482,anyone,1,0
345545946d,since part job predicting happen golf course going shoot,9,0
4cc4d93f27,god sleepy today barely focus,5,1
96f60a07f8,hate weather sucks wanted tonight not mess like,8,1
26a030bf55,okay ima park play ball not best moods got stress relieve,11,0
41d28b37d5,make sure plantin next water soil,6,0
5ed54c5464,guess wasnt meant,3,0
127416e22e,feeling rather peckish dinner least hours wah,7,0
a8a5a1024d,miss,1,1
c4848fbd98,stuffed not move,3,0
7a3d84c98b,seo voodoo google cache noarchive hides users,7,0
f85c5d9ec2,mom says get new phone immediately mobile paying,8,0
fa39631289,phone dies die,3,1
25f5cd0c17,awww fun take something,4,1
0f9290e97e,got home effin sad,4,1
cad1428862,omg broke pizza stressed mad,5,1
7071c63072,hate arrival employee parking lot,5,1
a67e879d1f,already index finger left hand still bleeding hurts pretty bad hate clumsy,12,1
012d05cada,friday whole different meaning work saturday sunday,7,0
cf9f488303,snapppp look found twitter lollll,5,0
9f51c335d0,ehhh check dentist app next week though getting molar pulled root canal,12,0
bd042c2954,saw red audi highway sped hoping loss,7,1
2d38fc1c25,yeah love choregoraphy pants not much,6,0
8291ccf502,workin bootay wheres warm weather,5,0
6599743334,not studyyyyyyyyyyyyyyyyyyyyyyyyy exam tom,4,1
9be6abb89a,ugh boring friday,3,1
cb115a93d3,not follow either,3,0
d3421437b2,playing pet society,3,0
b5fa3b05b0,http twitpic com sniff feel left grin,7,1
e7563c95e0,wow must tired fell asleep exactly start news,8,1
2dd4585065,wearing new victoria secret slippers,5,0
e570711aaa,almost lunch time,3,0
1024862c1f,still not asleep ahhh wtf,5,1
c17769a4e3,http twitpic com,3,0
f74831de61,hell forgot non alcoholic cider monday dinner mpp teetotaler must drive waupoos cases wine car,15,1
d91bfe2e7b,well pic take thats unlucky lmao,6,1
d2d0eb28ef,night put hold weeks coz ill last nite gutted still nice nite tho whers sun gone,16,0
eebfa4d683,even arnold could not save parks http bit wsm providing jobs,11,1
dee44438e4,umm school subway mom nothing planss ruined,7,1
bf66ea6dac,getting really windy,3,0
dfc5afdab4,ugh soooo drag assing today bright note got update biznesssss,10,0
ee814e76c1,enjoyed last night call real world social networking lok event vancouver great headeache today,14,0
a3c750c0c4,wants catch happy hour get strawberry lemonade slush put dont car super,12,0
56ef2be3fc,least days,2,0
f489993b5e,homee boring okiee gonna see boyfriend momma tomorrow momma dayy,10,0
8d38d496c3,cant afford school,3,1
527877de07,upset mom hospital,3,1
4b753f1f38,celebrating birthday,2,0
f63400d9fb,sleep jesse mccartney,3,0
84200d46e6,visiting grandparents manhattan dropping sister week wish excuse tired today,10,1
56ac5c4e23,hai,1,0
0ffe509e87,cvs like genetic brand poor hubby gets bad allergies fun,10,1
a019c63c8b,scones afternoon great gonna make cupcakes week wednesday,8,0
7eb393cb1e,get chance post video tinkerbell saying peekaboo kinda wana hear say,11,0
